field,year,women_mentorship,number_women_inventors
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,only senior inventors,210
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
pharmaceuticals,2009,new and senior inventors,399
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only new inventors,16
civil engineering,2010,only senior inventors,8
civil engineering,2010,only senior inventors,8
civil engineering,2010,only senior inventors,8
civil engineering,2010,only senior inventors,8
civil engineering,2010,only senior inventors,8
civil engineering,2010,only senior inventors,8
civil engineering,2010,only senior inventors,8
civil engineering,2010,only senior inventors,8
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
civil engineering,2010,new and senior inventors,10
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only new inventors,157
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
